satisfaction_bucket,text
1,What is most frustrating is that there is no way to find a flight with two upgrade - able seat without call off AA - - and waiting through three instant of canned drivel before we find a representative and conk through the unit ' wanna ' list with her.
1,I am flying Virgin Australia to Los Angeles and absolutely hate plane food for thought (always have horrible stomach pains after eating it) Desire to bring my own food on the plane but concerned with customs etc with what I can bring instead of paying great amounts of money for food beyond customs which is equally horrible.
1,The transportation at Heathrow (a fueling and more rider stop) was the most miserable experience in all our flying geezerhood. .. . We would not recommend to anyone flying through Heathrow as transit passengers.
1,I am writing today to tell you how disappointed I am in your misleading business practices and disgusted I am with your client livelihood (a common screw thread in many reviews for your troupe ).
1,"Once on board the plane I was put next to a little baby and on ask the cabin crew if I could be move as I did not want to open the child my germs, I was rudely told that there was null they could do for me."
1,I should have known better than to rule book a miserable - cost flight of steps done an agency. .. or at least through That agency!
1,Have other passengers ingest the bad portion of parcel out with rude and unhelpful Qatar Air duct staff?
1,"These puppy and family pets were allow for unattended in lowly crateful for an unhealthy amount of time, neglected by American english Airlines."
1,It took years for them to pick up the phone and they kept cite the new price but as before long as I agreed then they would go past me on to another person or curve the phone.
1,think well have enjoyed the chicken by the time we make our next visit thank you though x decline to give a free plastic bag with a roast chicken as its wrapped so it doesnt leak meat residue in traveling bag not good
